Reviewed_Status,Most_Recent_Status,Source,Net_Yield,IRR
Offered, Close ,M.L.S.,18.18,12.06
Offered,Always Kick,Broker,9.36,15.43
 Closed,Close,M L S,11.57,20.64
Accepted Offer,Cancel,Auction.com,7.17,10.86
New,Kick,Opendoor,19.1,17.76
Cancelled,Available,Opendoor,11.6,23.59
Cancelled,Always Kick,Auction.com,5.2,26.26
Cancelled,Pending,Opendoor,4.48,17.15
Neww,Closed,M.L.S.,9.87,24.86
Closed,Always Kick,Internal,11.82,28.25
Accepted Offer,Pending,Bulk,11.12,11.43
Closed,Cancel, MLS,17.56,28.97
 Closed,Cancelled,Auction.com,12.85,11.99
Neww,Pending,M L S,7.76,15.16
 Closed,Pending,Internal,13.67,15.73
New, Close ,Auction.com,19.57,24.23
 Closed,Cancel,Broker,17.01,27.64
Accepted Offer,Always Kick,Broker,18.49,15.34
 Closed,Closed,Opendoor,15.11,28.17
New,Pend,Internal,19.07,17.87
Cancelled,Always Kick, MLS,16.24,18.75
 Closed,Pending,Internal,4.58,28.72
Accepted Offer,Always Kick,M L S,14.03,29.5
Reviewed,Always Kick,Opendoor,17.55,5.19
 Closed,Cancel,Internal,7.3,24.08
Neww,Close,M.L.S.,8.68,19.01
Reviewed, Close , MLS,16.72,8.52
 Closed,Closed,Auction.com,15.22,24.78
 Closed,Cancelled,Opendoor,6.25,29.13
 Closed, Close ,M L S,8.56,19.98
New, Close ,Broker,16.7,14.67
 Closed,Closed,Internal,9.87,14.82
 Closed,Kick,Opendoor,7.27,24.43
Offered,Pending,Broker,4.15,20.51
Accepted Offer,Kick,Opendoor,8.56,26.61
Reviewed, Close ,Broker,18.9,7.46
Closed,Always Kick,Opendoor,2.87,15.81
New,Cancelled,Bulk,7.62,5.72
Offered,Available,Broker,17.18,10.71
 Closed,Pending,Bulk,12.94,14.23
Closed,Available,Internal,12.71,28.62
 Closed,Cancel, MLS,10.94,12.62
Accepted Offer,Closed,Internal,3.76,8.37
Reviewed,Cancelled, MLS,15.73,5.3
Accepted Offer,Pending, MLS,14.2,24.7
Reviewed,Kick,Broker,12.9,20.9
Offered,Pending,Bulk,18.12,25.23
 Closed,Available, MLS,14.07,18.87
Neww,Close,Opendoor,5.59,15.59
Offered,Close,M.L.S.,3.33,8.21
 Closed,Available, MLS,17.98,27.98
Cancelled,Pending,M L S,3.89,18.19
 Closed,Pending,Broker,6.42,5.2
 Closed,Pend,Auction.com,15.0,22.13
 Closed, Close ,Broker,4.23,8.25
New,Pend,M.L.S.,15.65,28.4
 Closed,Cancel,Opendoor,5.95,19.09
Offered,Pending,Bulk,7.26,14.34
Reviewed,Close,Auction.com,14.35,26.34
Offered,Pending,Broker,15.44,5.42
Offered,Pending,Internal,13.81,23.11
Accepted Offer,Always Kick,Opendoor,8.43,5.59
Cancelled,Pend,Auction.com,13.46,25.91
Cancelled,Kick,Broker,2.14,23.65
 Closed,Cancelled,Auction.com,15.38,20.23
 Closed,Always Kick,Bulk,7.42,28.46
Offered,Cancel,Broker,17.86,12.72
 Closed,Available, MLS,19.09,21.86
Closed,Cancel, MLS,3.38,22.82
New,Pending, MLS,19.21,24.33
Neww,Cancel, MLS,3.67,27.36
 Closed,Cancelled,Auction.com,11.93,18.17
Accepted Offer,Always Kick,Opendoor,11.33,26.14
Cancelled,Pending,M.L.S.,4.95,8.5
 Closed,Pending,M L S,17.21,21.22
Closed,Pending,M L S,12.1,19.53
Reviewed,Pend,Internal,9.36,26.0
 Closed,Closed,M.L.S.,14.11,29.34
Cancelled,Cancel,Auction.com,5.05,24.83
Neww,Kick,Bulk,17.09,23.77
 Closed,Kick,Opendoor,6.38,18.57
Reviewed,Kick,Bulk,18.42,7.69
Neww,Always Kick,Bulk,17.65,8.29
Neww,Pending,Bulk,4.57,10.01
 Closed,Kick,M L S,4.88,19.03
Neww,Pending,Auction.com,7.17,7.61
Reviewed,Closed,Opendoor,17.97,25.64
 Closed,Pend,Auction.com,9.24,19.01
Closed,Always Kick,M L S,13.19,23.74
 Closed,Pending,Opendoor,18.79,29.9
 Closed,Pending,M L S,15.05,13.58
Accepted Offer,Close, MLS,5.61,28.28
Reviewed,Available,Internal,6.77,9.83
 Closed,Pending, MLS,11.48,21.66
 Closed, Close , MLS,17.14,19.21
 Closed,Cancel,Auction.com,17.92,25.1
Closed,Cancel, MLS,8.53,22.46
Cancelled,Available,Bulk,7.13,8.38
Accepted Offer,Always Kick,Bulk,18.27,5.79
Offered,Cancel,Bulk,4.31,9.94
Neww,Cancel,Broker,6.75,26.84
 Closed,Pending,Auction.com,19.79,11.83
New,Available,Broker,14.72,14.28
 Closed,Closed,Bulk,19.28,14.31
 Closed, Close ,Internal,13.17,20.03
 Closed,Pending,M L S,13.01,18.16
Reviewed,Closed,Broker,12.3,17.05
Reviewed, Close , MLS,10.36,13.47
New,Always Kick,Bulk,10.04,28.15
New,Pending,M L S,7.32,19.88
Reviewed,Pending,Bulk,8.6,25.14
Offered,Pending,M L S,11.61,8.76
Cancelled,Always Kick,M L S,5.65,13.34
Accepted Offer,Pending,M L S,6.11,28.47
 Closed,Cancelled, MLS,14.46,8.09
Closed,Kick,Broker,15.12,15.39
Closed,Pending,Broker,14.07,15.5
 Closed,Available,M.L.S.,18.49,21.75
Accepted Offer,Close,Internal,14.03,23.59
New,Closed,Broker,18.76,10.33
Reviewed,Available,Bulk,2.47,13.28
Closed,Close,Opendoor,4.64,20.97
 Closed,Pending,Internal,19.86,6.15
New,Cancel,Broker,13.33,27.33
 Closed,Closed,Broker,3.6,11.11
New,Close,Broker,5.02,27.82
Closed,Pending,M L S,13.74,27.34
Closed,Pending,Opendoor,7.44,26.58
New,Pending,M L S,5.46,26.91
Neww,Available,Broker,19.81,5.85
 Closed,Pend,Opendoor,11.18,17.4
Reviewed,Pending,Auction.com,3.76,14.27
Offered,Pend,Broker,4.88,28.61
Closed,Always Kick, MLS,18.92,24.26
New,Available,Auction.com,11.82,21.57
Neww, Close ,Auction.com,6.96,25.03
Closed,Pend,Auction.com,19.2,29.13
Offered,Pending,M L S,2.92,5.89
Closed,Pending,Auction.com,6.1,25.0
 Closed,Closed,M L S,7.22,15.91
Closed,Always Kick,Auction.com,11.78,24.45
 Closed, Close ,Opendoor,11.91,8.94
Accepted Offer,Pending,M.L.S.,6.2,24.59
 Closed,Cancel,Opendoor,18.34,15.09
New,Kick,Internal,12.26,8.65
 Closed,Available,M L S,6.61,21.44
Offered,Available,M.L.S.,6.74,8.34
Reviewed,Pend,Auction.com,11.81,20.04
Neww,Pend,Broker,13.86,16.82
Cancelled,Cancel,Bulk,4.09,6.44
Accepted Offer,Close,Internal,17.56,5.53
Cancelled,Pend,Bulk,16.86,22.52
 Closed,Cancel,Internal,2.25,13.22
 Closed,Available,M.L.S.,15.41,7.7
New,Pend,Bulk,2.77,11.0
 Closed,Pending,M L S,10.34,10.59
New,Pend,Opendoor,2.61,24.05
Reviewed,Pending,M L S,4.97,12.15
Neww, Close ,Opendoor,2.81,16.32
Neww,Pending, MLS,16.49,25.24
 Closed,Cancel,Broker,16.96,13.94
 Closed, Close ,M L S,5.59,16.46
 Closed,Kick,M L S,5.75,30.0
New,Closed,Opendoor,14.63,12.7
Closed,Always Kick,Auction.com,4.13,18.33
 Closed,Available,Bulk,16.06,11.77
Closed,Cancelled,Auction.com,18.93,17.04
Closed,Cancel,Bulk,9.22,18.65
Offered,Pending,Opendoor,17.09,22.37
Neww,Closed,M.L.S.,15.02,19.34
Cancelled,Pending, MLS,6.89,12.55
 Closed,Available,Internal,12.24,25.44
New,Close,Auction.com,4.62,5.59
 Closed,Closed,Internal,18.43,15.28
Closed,Pend, MLS,2.96,11.94
 Closed,Closed,Bulk,10.05,14.01
 Closed,Pend,Broker,19.45,20.89
 Closed,Kick,M.L.S.,12.95,23.51
Offered,Close,Internal,15.63,25.27
 Closed,Pend,Bulk,2.62,21.08
Closed,Pending, MLS,15.39,9.77
 Closed,Kick,M.L.S.,5.7,20.53
 Closed,Pend, MLS,9.3,28.53
 Closed,Pending,Opendoor,3.83,26.01
Reviewed,Pend,Bulk,3.85,8.66
 Closed,Kick,M.L.S.,7.02,12.8
Reviewed,Cancelled,Bulk,3.54,25.84
 Closed,Closed,M L S,15.87,18.24
 Closed,Kick,Broker,9.1,27.1
Accepted Offer,Always Kick,Opendoor,11.03,7.71
New,Closed,Opendoor,7.47,26.29
New,Pend,Auction.com,19.99,29.62
 Closed,Kick,Opendoor,19.15,10.6
 Closed,Pending, MLS,18.13,18.53
Accepted Offer,Cancel, MLS,3.4,26.96
Closed,Cancelled,Internal,5.23,7.04
Closed,Cancelled,M L S,3.91,9.23
Neww,Close,Auction.com,15.04,14.28
Closed,Closed,M.L.S.,3.9699999999999998,14.26
Cancelled,Always Kick, MLS,2.55,24.74
Accepted Offer,Cancelled,M L S,14.59,13.18
 Closed,Available,Auction.com,4.41,12.36
Accepted Offer,Always Kick,Bulk,7.55,6.88
Neww,Pending,Bulk,18.0,21.28
 Closed,Pending,M.L.S.,4.48,9.36
 Closed,Always Kick,Internal,19.15,29.63
Neww,Pending,M.L.S.,12.36,17.33
Closed,Available,M L S,6.49,10.15
New,Always Kick,Opendoor,18.98,29.16
Accepted Offer,Pending,Opendoor,10.82,15.19
Reviewed,Pending,Opendoor,16.76,6.76
New, Close , MLS,18.37,24.38
 Closed,Cancelled, MLS,3.95,26.08
Reviewed,Pending,Internal,12.19,9.82
Cancelled,Pending,Bulk,15.81,29.26
Closed,Available,Auction.com,4.62,18.35
 Closed,Closed,Auction.com,5.82,17.07
Accepted Offer,Pending,Internal,17.78,14.6
 Closed,Kick,Auction.com,4.67,12.63
Reviewed,Closed,Internal,19.9,21.4
 Closed,Pend,Internal,3.2800000000000002,24.59
Cancelled,Pending,M L S,19.1,16.91
Offered,Always Kick,Broker,12.57,21.15
Neww,Kick,Opendoor,17.62,6.58
Offered, Close ,Internal,13.03,22.85
Neww,Kick,Auction.com,3.92,8.38
Reviewed,Kick, MLS,14.0,28.69
Neww,Pending,Bulk,2.56,26.58
Cancelled, Close ,Broker,3.92,12.33
Neww,Close,M.L.S.,3.16,8.56
Neww,Cancel,Bulk,6.26,24.49
Reviewed,Cancel,Opendoor,7.52,13.72
Reviewed,Pending,Bulk,8.66,23.76
 Closed,Close,Auction.com,14.45,29.16
Neww,Pend,Broker,8.16,19.24
 Closed,Available,M L S,14.76,20.38
 Closed,Pending,Broker,5.91,21.89
Cancelled,Pending,M L S,16.33,10.96
 Closed,Pending,M.L.S.,19.67,9.27
Cancelled,Cancel,M.L.S.,16.03,21.99
Accepted Offer,Always Kick,Internal,15.76,12.95
 Closed,Pending,Bulk,18.62,7.18
Accepted Offer,Pending,Internal,19.63,16.28
Accepted Offer,Pend,Internal,11.33,25.47
Neww,Pending,M.L.S.,18.11,28.72
 Closed,Cancel,M.L.S.,12.0,10.36
New,Closed,M.L.S.,18.0,20.74
Cancelled,Always Kick,Broker,10.4,14.41
Reviewed, Close ,Bulk,17.34,17.67
 Closed, Close ,Internal,15.59,28.99
Cancelled,Close,Auction.com,5.25,29.16
Accepted Offer,Closed,Opendoor,16.98,23.66
Reviewed,Cancelled,Bulk,15.79,23.82
Cancelled,Close,Internal,19.27,15.45
 Closed,Cancel,Internal,2.31,16.61
 Closed,Pending,Bulk,6.68,18.96
Neww,Cancelled,Opendoor,6.91,16.34
 Closed,Pending,Opendoor,5.04,15.34
Offered,Closed,Auction.com,10.45,22.13
Reviewed,Pend,Internal,10.35,29.29
Accepted Offer, Close ,M L S,6.91,29.33
 Closed, Close ,M L S,16.64,13.85
 Closed,Cancel,Opendoor,10.79,23.46
Neww,Available,Opendoor,18.97,19.91
Reviewed,Close,Internal,19.78,29.11
Reviewed,Close,Auction.com,10.25,7.83
Closed,Pending, MLS,12.16,26.16
Offered,Pending,Internal,18.74,15.18
Reviewed,Always Kick,Internal,17.89,18.65
 Closed,Always Kick,Opendoor,3.32,17.1
 Closed,Cancelled,Broker,2.2,23.39
 Closed,Available,Auction.com,7.45,14.46
Neww,Always Kick,Auction.com,19.58,23.03
Accepted Offer,Pending,Opendoor,18.68,16.78
Offered, Close ,Auction.com,4.27,24.0
 Closed, Close ,Bulk,13.39,18.31
Cancelled,Pending,Internal,8.88,24.91
Closed,Pending,Bulk,3.46,6.98
Accepted Offer,Kick, MLS,17.6,28.75
Reviewed,Always Kick,M L S,17.37,5.68
Cancelled,Cancel,Opendoor,12.16,7.35
Reviewed,Closed,Auction.com,10.11,12.07
Accepted Offer,Available,M L S,15.35,6.7
Accepted Offer,Available,M.L.S.,16.57,28.11
 Closed,Pend,Broker,16.68,7.23
New,Available, MLS,8.88,24.49
Offered,Available,Internal,15.4,23.73
New,Available,Broker,4.57,8.08
Offered,Close,M L S,17.08,10.48
Reviewed, Close ,M L S,7.22,14.76
 Closed,Pending,Broker,14.14,15.02
Offered,Cancelled,Broker,15.48,14.8
 Closed,Kick, MLS,8.26,26.05
 Closed,Cancel,Internal,8.68,18.41
Accepted Offer,Cancel,Bulk,11.97,11.73
Neww,Pend,Bulk,6.5,10.84
 Closed,Cancelled,Internal,12.59,16.24
 Closed,Kick,Bulk,8.88,16.65
New,Closed,Broker,7.19,16.77
Closed,Available,Internal,10.28,25.08
Cancelled,Cancel,Auction.com,8.87,9.05
Offered,Closed,Internal,7.8100000000000005,20.49
 Closed,Pending,Opendoor,18.06,20.46
 Closed,Available, MLS,7.06,17.75
Reviewed,Close,Bulk,7.37,10.37
Cancelled,Pending,Auction.com,8.21,7.95
 Closed,Always Kick,Broker,13.6,17.08
Reviewed,Kick,Internal,6.03,25.99
Cancelled,Pend,Internal,11.05,16.83
New,Close,Bulk,14.93,12.0
Cancelled,Pending, MLS,14.48,21.55
Reviewed,Closed,M L S,9.68,13.94
 Closed,Closed,Internal,13.1,25.12
Offered,Closed,Auction.com,3.8,10.65
Accepted Offer,Always Kick,M L S,4.33,10.7
Cancelled,Available,Opendoor,18.7,16.51
Offered,Available,M.L.S.,2.38,8.54
Closed,Cancelled,Auction.com,16.88,25.45
New,Pending,Broker,8.35,5.91
Accepted Offer,Available,Auction.com,9.73,26.05
Neww,Available,Opendoor,11.21,6.38
Reviewed,Pending, MLS,4.86,23.49
Neww,Pending,Internal,4.73,8.71
Closed,Pending,Opendoor,6.88,6.04
Neww,Pend,Auction.com,12.05,10.06
Neww,Pend,Broker,19.62,22.15
 Closed,Cancel,M L S,18.88,20.88
 Closed,Cancel,M L S,17.14,26.51
 Closed,Pending,Bulk,10.91,22.21
Offered,Pending, MLS,4.54,11.17
New,Pending,Auction.com,16.4,22.54
Accepted Offer,Pend,Opendoor,5.75,9.91
New,Pending,Broker,15.96,26.53
 Closed,Close,Broker,6.06,21.8
New,Always Kick,M.L.S.,7.31,27.44
Neww,Close,Internal,17.56,8.08
New,Available,Opendoor,10.76,20.78
Reviewed,Cancelled,Broker,12.85,8.47
Neww,Always Kick,M.L.S.,2.34,17.07
Offered,Available,M.L.S.,17.91,5.16
 Closed, Close ,Broker,7.89,10.13
Closed,Close,Broker,2.11,5.0
 Closed,Cancelled,M.L.S.,17.52,7.45
 Closed,Kick, MLS,12.88,7.25
Accepted Offer,Always Kick,M.L.S.,8.6,26.54
Neww,Pending,M L S,12.14,7.85
Cancelled,Pend,Bulk,14.15,25.38
 Closed,Closed,Internal,2.33,26.05
Accepted Offer,Cancel,Auction.com,8.18,28.52
New,Pending,Internal,10.58,8.68
New,Pending,Auction.com,14.93,16.09
Neww,Cancel,M.L.S.,10.91,23.88
New,Always Kick,M L S,17.75,15.16
 Closed,Pending,Broker,2.48,28.58
 Closed,Closed,Opendoor,8.58,22.28
 Closed,Pending,Opendoor,5.47,18.96
 Closed,Pending,Auction.com,5.43,12.75
New,Available,M.L.S.,2.85,6.28
Offered,Kick,Opendoor,18.28,10.49
Neww,Closed,M L S,8.51,5.73
Cancelled,Cancel,Opendoor,11.98,21.65
Reviewed,Cancelled,Auction.com,17.94,19.39
Reviewed,Close,Bulk,17.66,14.57
 Closed,Pending,Auction.com,15.3,13.3
 Closed,Available,Broker,8.3,7.9
New,Pending,M L S,11.12,8.2
Reviewed,Available,M.L.S.,14.27,17.15
 Closed, Close ,M L S,16.61,12.23
Closed,Kick,Internal,8.16,29.11
 Closed,Closed,Bulk,10.48,23.86
Reviewed,Cancel, MLS,18.87,10.08
Reviewed,Pend,Bulk,5.72,29.66
Closed, Close ,Broker,4.35,11.76
Reviewed,Kick,Internal,19.72,14.33
 Closed,Cancel,Bulk,2.45,9.0
 Closed,Close,Bulk,15.36,19.97
Accepted Offer,Kick,Bulk,10.89,23.87
Reviewed,Pending,Auction.com,15.88,13.73
Cancelled,Cancelled, MLS,16.86,19.97
 Closed,Pend,Opendoor,17.37,20.03
Offered,Pending, MLS,14.89,6.7
Cancelled,Pending,Broker,13.23,11.26
Cancelled,Pending, MLS,18.38,12.82
Closed,Cancelled,M L S,17.22,20.39
Closed,Kick,M.L.S.,19.36,21.8
New,Pending,Internal,3.5700000000000003,22.95
Reviewed,Pending,Broker,16.67,22.43
Offered,Close,Broker,9.94,18.84
Closed,Close,Auction.com,12.26,23.21
 Closed,Always Kick,Opendoor,3.59,24.19
 Closed,Closed, MLS,2.13,25.96
New,Closed,Auction.com,19.09,5.64
Offered,Cancelled,Broker,10.64,8.37
Offered,Kick,Broker,13.74,29.83
Accepted Offer,Pending,Opendoor,6.02,11.03
Reviewed,Pending,Internal,10.23,14.26
Closed,Pending,Internal,16.32,5.58
Accepted Offer,Pending,Opendoor,12.97,27.91
Neww,Pend,M L S,4.04,11.18
Cancelled, Close ,Opendoor,9.63,10.0
Neww,Pending,Internal,6.47,26.99
 Closed,Always Kick,Broker,15.23,27.33
Cancelled,Closed,Auction.com,9.78,20.04
Reviewed,Pending, MLS,13.0,14.27
 Closed,Available,Broker,11.66,20.2
Cancelled,Available,Internal,7.65,17.71
Offered,Closed,Broker,15.51,22.85
New,Cancel,Internal,7.85,15.76
Accepted Offer,Cancelled,Auction.com,8.15,16.79
Reviewed,Kick,M.L.S.,13.77,29.01
Reviewed,Close,Broker,16.73,28.53
Neww,Close,Broker,11.81,22.78
 Closed, Close ,Internal,11.08,9.97
Reviewed,Available,M.L.S.,2.24,15.67
Reviewed,Always Kick,Internal,4.35,15.13
Cancelled,Kick,M L S,16.56,8.1
Reviewed,Pending,Internal,15.34,13.14
Accepted Offer, Close ,Internal,6.57,27.2
Accepted Offer,Closed,Bulk,11.53,18.29
 Closed,Closed, MLS,19.7,25.69
Neww, Close ,Broker,9.01,11.18
New,Always Kick,Opendoor,12.56,24.62
New, Close ,Internal,15.6,29.92
Offered,Cancelled,Opendoor,12.65,22.77
New,Always Kick,Opendoor,19.27,19.86
Cancelled,Always Kick,Bulk,17.16,25.32
Cancelled,Closed, MLS,6.47,6.01
Neww,Cancel,Internal,3.22,13.33
Offered, Close ,Opendoor,13.99,20.93
Neww,Close, MLS,17.42,20.37
New,Cancel,Opendoor,7.46,17.34
Accepted Offer,Pending,Bulk,9.73,18.34
Neww, Close ,Broker,4.67,13.78
Closed,Pending, MLS,13.15,24.48
Closed,Pending,Opendoor,8.52,8.33
 Closed,Close, MLS,16.74,9.26
Neww,Close,M.L.S.,19.52,13.52
Cancelled, Close ,Auction.com,3.54,28.14
 Closed,Pend,M.L.S.,14.07,16.08
Reviewed,Close,Auction.com,12.41,19.92
New,Pend,M.L.S.,11.95,20.57
 Closed,Kick,M.L.S.,16.72,16.93
New,Cancelled,Broker,8.39,12.7
Accepted Offer,Cancelled,Internal,19.11,8.74
Neww,Pend,M.L.S.,11.77,12.76
Accepted Offer,Pending, MLS,17.12,25.93
Closed,Pend,M L S,6.88,9.3
 Closed,Always Kick,Bulk,7.6,9.9
Neww,Always Kick,Opendoor,16.9,23.24
 Closed,Pending,Broker,14.89,15.74
Closed,Available, MLS,18.27,24.94
Reviewed, Close ,Internal,8.74,24.18
Offered,Cancelled,Opendoor,14.71,8.23
Accepted Offer,Closed,M L S,13.87,16.14
Neww,Pending,Broker,2.1,7.66
Cancelled,Pending, MLS,14.52,18.75
 Closed,Closed,Bulk,17.44,10.03
Closed,Always Kick,Internal,8.9,20.63
 Closed,Always Kick,Auction.com,11.09,11.38
New,Cancelled,Internal,2.73,21.44
 Closed,Always Kick,M L S,11.0,17.84
Accepted Offer,Kick,Internal,14.66,15.07
Accepted Offer,Pending,Auction.com,15.28,5.01
 Closed,Closed,M L S,7.91,23.73
Accepted Offer,Kick,M L S,17.8,12.53
Offered,Available,M L S,16.1,19.95
Offered,Cancelled,Opendoor,14.75,18.63
Accepted Offer,Closed,Opendoor,2.62,22.13
New,Kick,M.L.S.,6.23,7.25
 Closed,Always Kick,Opendoor,15.64,18.85
 Closed,Closed,Opendoor,17.12,27.2
 Closed,Available,Internal,3.17,25.16
 Closed,Cancelled,M L S,19.71,27.14
Cancelled,Closed,Auction.com,9.13,18.11
Cancelled,Cancelled,Broker,12.28,20.2
Cancelled, Close ,Broker,10.63,17.14
 Closed,Cancelled, MLS,11.87,22.64
Offered,Kick,Bulk,13.96,5.96
New,Cancelled,Internal,17.21,24.75
 Closed,Available,Broker,12.02,8.51
Accepted Offer,Available,Bulk,2.09,18.3
Closed,Pending,Internal,8.75,10.34
Cancelled,Kick,Broker,17.21,18.06
 Closed,Kick,M L S,13.04,25.96
 Closed,Cancel,Internal,7.84,20.88
 Closed,Always Kick,M L S,8.76,27.83
Cancelled,Pending,Internal,4.85,24.94
Closed,Pending,M L S,12.22,8.92
New,Always Kick,Internal,6.05,16.06
 Closed, Close , MLS,14.25,18.98
Offered,Pending,Broker,6.9,12.94
 Closed,Kick,M.L.S.,16.13,23.37
Closed,Always Kick,Auction.com,13.01,10.3
Neww,Pend, MLS,19.9,8.94
Reviewed,Cancel, MLS,16.1,22.45
Offered,Pend,M.L.S.,17.84,15.12
Accepted Offer,Cancel,Opendoor,18.21,15.12
 Closed,Pending,Auction.com,14.47,29.05
Cancelled,Available,Broker,16.59,29.24
New,Pending,Bulk,9.91,10.8
Reviewed,Always Kick,M L S,9.22,10.87
Cancelled,Pending,M.L.S.,18.43,9.78
Accepted Offer,Pend,M L S,16.61,9.2
Accepted Offer,Available, MLS,12.6,7.68
Offered,Pending,Internal,8.65,18.2
Reviewed,Pending,M L S,10.66,6.08
Reviewed,Pend,M L S,6.44,14.23
 Closed,Close,Opendoor,18.9,14.38
New,Kick,Auction.com,6.68,19.42
 Closed,Cancel,Auction.com,17.33,18.86
Offered,Pending,Bulk,9.57,20.52
Neww,Available,Opendoor,6.94,11.86
Neww,Kick,M.L.S.,2.84,19.45
Closed,Pending,Opendoor,13.86,11.54
 Closed,Close,Opendoor,2.69,7.33
Reviewed,Pend, MLS,2.06,22.14
 Closed,Closed, MLS,8.28,20.74
Accepted Offer,Pending,M L S,4.03,7.46
Cancelled,Pending,Opendoor,19.97,16.76
Cancelled,Pending,Auction.com,14.59,11.92
New, Close ,Internal,9.27,28.03
 Closed,Close,M.L.S.,16.95,19.27
Reviewed,Closed,M.L.S.,16.69,22.49
Offered,Pending, MLS,8.56,24.44
Closed,Cancelled,M L S,16.87,11.73
 Closed,Pending,M L S,18.6,21.99
 Closed,Always Kick,M.L.S.,15.93,21.0
Neww,Pending,Auction.com,4.8,15.75
 Closed,Close,Auction.com,10.44,19.65
Offered,Cancelled, MLS,16.15,27.93
Offered,Cancel,Opendoor,11.6,11.92
Accepted Offer,Cancelled, MLS,18.5,8.91
Accepted Offer,Pending,M.L.S.,8.66,21.29
Cancelled,Always Kick,Broker,2.8200000000000003,16.54
New,Always Kick,Broker,19.39,25.85
Offered,Cancelled,M L S,18.8,12.1
Closed,Kick,Opendoor,3.12,17.3
Offered,Pending,Broker,16.87,23.37
Accepted Offer,Close,Auction.com,14.91,22.31
Reviewed,Cancelled,M.L.S.,14.82,26.59
 Closed,Cancel,Internal,15.64,10.76
Offered,Kick, MLS,9.65,23.46
New,Always Kick,M L S,6.29,19.38
New,Always Kick,Broker,6.59,20.23
Neww,Cancelled,Opendoor,17.21,9.23
Reviewed,Cancel,M.L.S.,16.32,21.28
 Closed,Cancelled,Broker,6.38,28.99
 Closed,Closed,Opendoor,17.26,23.89
 Closed,Cancel, MLS,10.44,24.02
Reviewed,Available,Opendoor,9.3,20.0
Neww,Available,Bulk,6.75,10.32
Reviewed,Available, MLS,2.21,7.8
Offered,Pend,M.L.S.,12.02,11.11
Closed,Pending,Bulk,12.69,29.95
Neww,Close,Auction.com,12.85,11.48
 Closed, Close ,Auction.com,15.97,12.26
Cancelled,Cancel,Opendoor,7.36,14.68
 Closed, Close ,Auction.com,16.28,5.55
Neww,Always Kick,Bulk,2.5700000000000003,24.77
Closed,Available, MLS,12.42,23.25
New,Always Kick,Auction.com,17.82,13.03
 Closed,Closed,M.L.S.,5.98,11.67
 Closed,Kick,Broker,11.17,25.17
 Closed,Pending,Bulk,18.36,11.44
Cancelled,Cancel,Auction.com,2.47,13.45
 Closed,Available, MLS,2.19,22.15
Closed,Close,M.L.S.,11.84,5.69
Cancelled, Close ,Bulk,15.87,24.24
Offered,Pend,Internal,13.82,11.21
Reviewed,Pending,Opendoor,8.46,11.83
 Closed,Always Kick,Auction.com,2.34,8.8
Neww,Always Kick,M.L.S.,2.85,6.34
Cancelled,Closed,Auction.com,11.51,11.91
Offered,Always Kick,M.L.S.,17.47,24.06
Closed,Available,M L S,8.78,17.15
New,Kick,Broker,7.49,28.44
 Closed,Cancel,Auction.com,16.92,6.16
New,Pend,Auction.com,18.23,9.49
Closed,Available,Broker,16.72,16.47
 Closed, Close , MLS,10.99,10.67
Closed,Cancelled,Broker,4.07,26.95
 Closed, Close ,M L S,13.55,20.57
 Closed,Closed,Bulk,13.6,10.32
 Closed,Pending, MLS,19.52,6.78
 Closed,Close,Bulk,8.81,5.85
Closed,Close,Bulk,11.17,29.49
Closed,Pend,Internal,19.59,5.73
New,Pending,Auction.com,11.18,29.27
Reviewed,Pending,Bulk,11.21,13.8
Offered,Pending, MLS,13.45,7.97
Reviewed,Available,Auction.com,11.82,12.6
Reviewed,Pending,Opendoor,15.91,12.19
 Closed, Close ,Auction.com,2.87,25.59
Reviewed,Pending,Internal,17.59,24.62
Cancelled,Closed,Broker,18.55,11.78
 Closed,Pending,Internal,5.84,19.38
Offered,Closed, MLS,2.94,27.91
 Closed,Kick, MLS,11.1,11.6
Reviewed,Available,Internal,15.34,12.39
Reviewed,Available,M.L.S.,6.75,11.68
 Closed,Kick,Internal,6.62,8.46
 Closed,Closed,M.L.S.,14.11,12.32
 Closed,Close,Broker,2.51,14.97
Neww,Always Kick,Auction.com,14.18,13.43
 Closed,Cancel, MLS,7.5600000000000005,29.46
Closed,Closed,Bulk,2.8200000000000003,24.07
Offered,Pending,Auction.com,15.08,8.15
Reviewed,Pending, MLS,3.35,28.62
 Closed,Available,Broker,12.37,22.31
Cancelled,Closed,Bulk,10.78,18.31
Accepted Offer,Pending,Internal,17.79,20.78
 Closed,Cancel,M L S,4.94,23.58
 Closed,Pending,M.L.S.,9.66,14.32
Offered,Pending,Opendoor,5.08,20.49
 Closed,Available, MLS,13.16,21.45
Accepted Offer,Always Kick,M.L.S.,18.15,5.13
 Closed,Closed,Bulk,7.87,6.11
Closed,Available,Auction.com,15.55,5.38
Closed,Always Kick,Bulk,14.29,7.11
New,Cancel,Opendoor,4.8100000000000005,7.66
Reviewed,Close, MLS,6.47,6.35
Closed,Cancel,M L S,9.95,6.36
Accepted Offer,Cancel,Auction.com,8.26,28.58
Reviewed,Pend,Internal,16.23,12.16
Accepted Offer,Closed,Auction.com,16.0,17.37
Offered,Pend,Broker,7.73,23.23
 Closed,Closed,M L S,10.31,12.92
 Closed,Pending,Opendoor,12.46,27.76
