Property_Title,Address,Market,Street_Address,City,State,Zip,Property_Type,Tax_Rate,SQFT_Basement,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,Layout,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"22534 Robert Mission Suite 563, Baileyburgh, WI 58831","22534 Robert Mission Suite 563, Baileyburgh, WI 58831",Tampa,22534 Robert Mission Suite 563,Baileyburgh,WI,58831,SFR,1.34,679,2003,1337,9841,Driveway,1,1,Split,4,40.861832,-93.938719,Vista,5.35
"77683 Jack Ramp Apt. 209, Harrisonville, AS 01797","77683 Jack Ramp Apt. 209, Harrisonville, AS 01797",Chicgo,77683 Jack Ramp Apt. 209,Harrisonville,AS,1797,Duplex,2.37,1054,1943,1553,7601,Garage,1,3,Ranch,3,37.6521,-73.626291,Plain,3.81
"37367 Nicholas Prairie, West Deanna, ID 15364","37367 Nicholas Prairie, West Deanna, ID 15364",Florida,37367 Nicholas Prairie,West Deanna,ID,15364,Townhouse,3.3,462,2006,726,3574,Garage,1,2,Split,2,36.066222,-110.556396,Knolls,3.02
"24078 Hendricks Ridges Suite 271, West Hannahhaven, FM 83623","24078 Hendricks Ridges Suite 271, West Hannahhaven, FM 83623",Atlanta,24078 Hendricks Ridges Suite 271,West Hannahhaven,FM,83623,Duplex,1.81,450,1960,2898,7354,Street,1,3,Split,1,38.179196,-115.134267,Mountains,7.55
"86553 Joseph Haven, East Paul, DE 70509","86553 Joseph Haven, East Paul, DE 70509",Chicago,86553 Joseph Haven,East Paul,DE,70509,Condo,3.2,338,1975,1893,4195,Driveway,1,4,Ranch,3,38.817991,-86.684803,Heights,6.32
"72003 Jesse Points, Butlerberg, KS 13044","72003 Jesse Points, Butlerberg, KS 13044",Tampa,72003 Jesse Points,Butlerberg,KS,13044,SFR,1.03,912,2009,1207,9402,Street,1,4,Colonial,2,41.830699,-76.130623,Lights,3.43
"9264 Ruiz Falls, Nathanborough, AL 33008","9264 Ruiz Falls, Nathanborough, AL 33008",Chicago,9264 Ruiz Falls,Nathanborough,AL,33008,Townhouse,1.73,1885,1952,2493,4441,Street,5,2,Split,4,39.069176,-109.364621,Circle,6.14
"7054 Kelly Mews, Shawnfurt, WA 24945","7054 Kelly Mews, Shawnfurt, WA 24945",Florida,7054 Kelly Mews,Shawnfurt,WA,24945,SFR,1.67,1338,1932,2827,4528,Driveway,1,4,Ranch,5,36.787761,-75.208988,Forest,4.03
"883 Sarah Estate Apt. 161, East Wesley, PW 77254","883 Sarah Estate Apt. 161, East Wesley, PW 77254",Atlanta,883 Sarah Estate Apt. 161,East Wesley,PW,77254,SFR,2.03,6,1989,3392,7279,Street,4,3,Split,1,41.987827,-76.179766,Prairie,6.79
"316 Connie Station, Brandichester, DC 74888","316 Connie Station, Brandichester, DC 74888",Tampa,316 Connie Station,Brandichester,DC,74888,Single Family Home,1.33,1835,1951,3436,9268,Street,5,3,Ranch,2,40.398915,-86.155421,Green,6.72
"0370 Mejia Field, Fisherchester, WA 90219","0370 Mejia Field, Fisherchester, WA 90219",Chicgo,0370 Mejia Field,Fisherchester,WA,90219,Condo,2.43,912,2004,993,8820,Street,4,1,Ranch,5,35.945296,-88.69369,Court,6.01
"582 Webb Roads Suite 900, South Jerrymouth, IL 02268","582 Webb Roads Suite 900, South Jerrymouth, IL 02268",Chicgo,582 Webb Roads Suite 900,South Jerrymouth,IL,2268,SFR,2.07,1805,1964,1011,5565,Driveway,4,4,Colonial,5,33.967424,-78.86135,Parkways,7.09
"584 Jonathan Plains Apt. 392, Garciahaven, NE 94536","584 Jonathan Plains Apt. 392, Garciahaven, NE 94536", Closed,584 Jonathan Plains Apt. 392,Garciahaven,NE,94536,Townhouse,1.75,1576,1975,3460,7100,Street,3,4,Colonial,4,40.108397,-73.709249,Streets,3.8
"387 Aguirre Loaf Apt. 619, New Janettown, GA 68282","387 Aguirre Loaf Apt. 619, New Janettown, GA 68282",Chicgo,387 Aguirre Loaf Apt. 619,New Janettown,GA,68282,Townhouse,3.43,1625,1974,3178,8283,Garage,2,4,Ranch,5,35.181519,-77.16293,Islands,5.37
"75766 Brianna Haven, Joshuaville, TN 19595","75766 Brianna Haven, Joshuaville, TN 19595",Atlanta,75766 Brianna Haven,Joshuaville,TN,19595,Single Family Home,2.08,1671,1930,2237,4597,Garage,3,3,Ranch,5,40.453588,-77.692229,Flat,7.66
"953 Walsh Square, Port Bryanmouth, NV 56411","953 Walsh Square, Port Bryanmouth, NV 56411",Atlanta,953 Walsh Square,Port Bryanmouth,NV,56411,Duplex,2.73,293,1925,914,5512,Driveway,4,2,Colonial,5,36.372177,-80.136451,Valley,4.53
"4839 Mary Inlet, Hooverbury, TX 04018","4839 Mary Inlet, Hooverbury, TX 04018", Closed,4839 Mary Inlet,Hooverbury,TX,4018,Single Family Home,1.71,1406,1980,654,7705,Street,4,1,Ranch,4,37.128999,-109.134596,Lodge,8.3
"22098 Christopher Drives Apt. 085, Christopherchester, KY 70591","22098 Christopher Drives Apt. 085, Christopherchester, KY 70591",Chicgo,22098 Christopher Drives Apt. 085,Christopherchester,KY,70591,Single Family Home,2.13,1455,1927,931,9453,Driveway,5,1,Split,3,39.230949,-107.161757,Passage,8.23
"5889 Elizabeth Route, Brendanside, PA 15297","5889 Elizabeth Route, Brendanside, PA 15297",Chicago,5889 Elizabeth Route,Brendanside,PA,15297,Townhouse,1.97,1834,2021,647,7623,Street,1,2,Split,4,35.955338,-74.932774,Ports,6.41
"194 Alvarado Key, Annehaven, NM 59239","194 Alvarado Key, Annehaven, NM 59239", Closed,194 Alvarado Key,Annehaven,NM,59239,SFR,3.36,463,1960,3319,7626,Street,5,3,Ranch,1,40.730473,-100.680692,Divide,6.11
"323 Frank Route Apt. 788, Adamberg, CA 89619","323 Frank Route Apt. 788, Adamberg, CA 89619",Tampa,323 Frank Route Apt. 788,Adamberg,CA,89619,Condo,3.2,139,1947,1055,9502,Garage,6,1,Split,2,33.195342,-83.587966,Mews,8.86
"9662 Burton Overpass Suite 093, Kristineview, OK 69880","9662 Burton Overpass Suite 093, Kristineview, OK 69880",Dalas,9662 Burton Overpass Suite 093,Kristineview,OK,69880,Duplex,2.48,1254,1986,982,8330,Street,2,4,Ranch,3,40.497318,-93.731471,Common,6.52
"128 Miranda Station Suite 146, West Jeffrey, PW 84487","128 Miranda Station Suite 146, West Jeffrey, PW 84487",Dallas,128 Miranda Station Suite 146,West Jeffrey,PW,84487,SFR,1.24,378,1959,1361,8384,Street,4,3,Ranch,3,40.447858,-97.240233,Freeway,9.77
"1949 Shields Ford Apt. 981, South Mark, OK 50015","1949 Shields Ford Apt. 981, South Mark, OK 50015", Closed,1949 Shields Ford Apt. 981,South Mark,OK,50015,Townhouse,1.9,1458,1954,1943,4811,Driveway,3,2,Split,3,33.668977,-82.115662,Garden,6.03
"6727 Bradford Flat Suite 282, South Jennifer, MH 61367","6727 Bradford Flat Suite 282, South Jennifer, MH 61367",Chicago,6727 Bradford Flat Suite 282,South Jennifer,MH,61367,Duplex,3.15,1757,1980,2092,8891,Garage,4,1,Ranch,1,40.817288,-95.472329,Mews,3.87
"70717 Hayden Fork, Heathershire, WV 62190","70717 Hayden Fork, Heathershire, WV 62190",Atlanta,70717 Hayden Fork,Heathershire,WV,62190,Duplex,2.86,254,1965,1641,8987,Driveway,5,4,Split,4,36.44278,-82.791627,Ports,8.58
"0922 Deleon Underpass Suite 844, New James, UT 21046","0922 Deleon Underpass Suite 844, New James, UT 21046",Dallas,0922 Deleon Underpass Suite 844,New James,UT,21046,Townhouse,1.81,1826,1938,1353,4215,Street,4,3,Ranch,3,40.66164,-87.962465,Ridges,7.87
"652 Thomas Pass, Kimberlytown, WV 58630","652 Thomas Pass, Kimberlytown, WV 58630",Tampa,652 Thomas Pass,Kimberlytown,WV,58630,SFR,3.1,1297,1928,1855,7466,Street,1,3,Ranch,4,40.22122,-77.951657,Cliff,7.71
"593 Jennifer Lake Suite 987, Rachelmouth, NC 21761","593 Jennifer Lake Suite 987, Rachelmouth, NC 21761",Atlanta,593 Jennifer Lake Suite 987,Rachelmouth,NC,21761,Single Family Home,3.1,245,2006,2583,4113,Street,4,3,Ranch,5,41.716099,-109.516574,Circle,5.72
"672 Dawn Wall Apt. 912, West Laura, PA 08126","672 Dawn Wall Apt. 912, West Laura, PA 08126",Atlanta,672 Dawn Wall Apt. 912,West Laura,PA,8126,Single Family Home,2.7,1184,1982,3123,6014,Street,1,1,Split,1,34.613691,-79.952451,Radial,4.54
"8469 Brian Islands, Henryhaven, CO 75736","8469 Brian Islands, Henryhaven, CO 75736",Chicgo,8469 Brian Islands,Henryhaven,CO,75736,SFR,1.49,1923,1943,934,9144,Street,6,4,Ranch,5,38.17696,-104.456682,Dam,3.26
"8273 Anne Motorway Apt. 481, Sethhaven, NE 39494","8273 Anne Motorway Apt. 481, Sethhaven, NE 39494",Dalas,8273 Anne Motorway Apt. 481,Sethhaven,NE,39494,Condo,2.63,767,1948,737,6236,Garage,1,2,Ranch,3,35.37137,-117.328208,Island,3.17
"0942 Cross Highway, North Stephenland, MD 43975","0942 Cross Highway, North Stephenland, MD 43975",Chicago,0942 Cross Highway,North Stephenland,MD,43975,Duplex,3.44,44,1976,1061,4588,Street,4,2,Ranch,3,34.035944,-93.127207,Stream,7.77
"8459 Carlos Village, Jerryfurt, WY 02240","8459 Carlos Village, Jerryfurt, WY 02240",Chicago,8459 Carlos Village,Jerryfurt,WY,2240,SFR,1.44,1607,1963,2768,5528,Driveway,4,4,Colonial,2,38.743186,-110.516479,Mall,5.41
"5849 Melton Inlet, Rebeccaburgh, FM 69328","5849 Melton Inlet, Rebeccaburgh, FM 69328",Dalas,5849 Melton Inlet,Rebeccaburgh,FM,69328,SFR,2.86,295,1953,1692,4602,Driveway,1,1,Colonial,4,37.65641,-76.667736,Circle,9.69
"452 Maxwell Fork Apt. 300, Jimenezmouth, ME 70357","452 Maxwell Fork Apt. 300, Jimenezmouth, ME 70357", Closed,452 Maxwell Fork Apt. 300,Jimenezmouth,ME,70357,Townhouse,3.29,1236,1987,1912,6995,Street,4,3,Colonial,1,40.730257,-84.300803,Ridges,9.88
"96322 Robinson Harbor, Hughesborough, IN 22338","96322 Robinson Harbor, Hughesborough, IN 22338",Chicgo,96322 Robinson Harbor,Hughesborough,IN,22338,SFR,2.99,261,1933,3031,7715,Street,6,1,Ranch,4,39.693604,-78.839086,Skyway,3.75
"30841 Conner Track Suite 962, South Angela, WA 02601","30841 Conner Track Suite 962, South Angela, WA 02601",Atlanta,30841 Conner Track Suite 962,South Angela,WA,2601,Townhouse,2.32,226,1988,2109,9379,Street,2,3,Ranch,1,36.305678,-79.44079,Park,3.65
"2239 Higgins Parks Apt. 801, Michelleside, RI 64379","2239 Higgins Parks Apt. 801, Michelleside, RI 64379",Chicago,2239 Higgins Parks Apt. 801,Michelleside,RI,64379,Single Family Home,1.04,1461,1992,3024,9170,Street,4,3,Ranch,4,33.70055,-94.830164,Drive,6.06
"430 Abigail Walk Apt. 192, Johnsonberg, NY 62676","430 Abigail Walk Apt. 192, Johnsonberg, NY 62676", Closed,430 Abigail Walk Apt. 192,Johnsonberg,NY,62676,SFR,1.85,1826,1944,1827,4398,Driveway,2,4,Ranch,1,35.786497,-88.501767,Circles,9.52
"66285 Melanie Spur, Stevenborough, ID 38234","66285 Melanie Spur, Stevenborough, ID 38234",Dallas,66285 Melanie Spur,Stevenborough,ID,38234,Single Family Home,3.17,1051,1926,3077,6020,Garage,6,1,Ranch,1,37.859494,-97.612463,Forest,6.35
"342 Adams Prairie Apt. 448, East Cynthia, HI 24620","342 Adams Prairie Apt. 448, East Cynthia, HI 24620",Florida,342 Adams Prairie Apt. 448,East Cynthia,HI,24620,Duplex,2.65,512,1945,1953,6474,Street,5,3,Colonial,1,36.504921,-88.16789,Port,7.69
"0839 Joy View, East Karenborough, PW 13953","0839 Joy View, East Karenborough, PW 13953",Chicgo,0839 Joy View,East Karenborough,PW,13953,Duplex,1.29,320,1984,1019,6881,Street,3,3,Colonial,5,34.200005,-88.75161,Crescent,5.47
"844 Rachel Islands Suite 384, Nealburgh, AS 64382","844 Rachel Islands Suite 384, Nealburgh, AS 64382",Florida,844 Rachel Islands Suite 384,Nealburgh,AS,64382,SFR,3.14,997,2022,1763,3989,Garage,1,2,Colonial,1,37.087581,-82.118373,Expressway,3.14
"030 Marshall Lake Suite 486, West Mariafurt, NE 44990","030 Marshall Lake Suite 486, West Mariafurt, NE 44990",Dalas,030 Marshall Lake Suite 486,West Mariafurt,NE,44990,Duplex,1.57,1324,1944,1056,9407,Street,5,2,Ranch,4,35.493096,-94.082451,Stream,4.91
"917 Davidson Isle Suite 144, Port Nathan, KY 36445","917 Davidson Isle Suite 144, Port Nathan, KY 36445", Closed,917 Davidson Isle Suite 144,Port Nathan,KY,36445,Single Family Home,1.2,1240,1980,1944,4237,Garage,5,4,Colonial,4,40.124291,-115.904028,Port,3.23
"2927 Brown Plain, Thompsonstad, IA 06702","2927 Brown Plain, Thompsonstad, IA 06702",Chicgo,2927 Brown Plain,Thompsonstad,IA,6702,Single Family Home,2.55,756,1928,2866,4304,Driveway,5,3,Ranch,1,37.212954,-111.025539,Throughway,4.61
"3022 Adams Crest, Port Alejandro, AS 85535","3022 Adams Crest, Port Alejandro, AS 85535", Closed,3022 Adams Crest,Port Alejandro,AS,85535,Townhouse,3.2800000000000002,1019,1940,2720,6813,Garage,6,4,Ranch,1,41.10777,-77.13325,Expressway,5.04
"22860 Carpenter Club, North Michelleborough, VA 13835","22860 Carpenter Club, North Michelleborough, VA 13835",Atlanta,22860 Carpenter Club,North Michelleborough,VA,13835,Duplex,2.0,49,2007,2864,6264,Street,3,4,Ranch,2,40.435836,-102.778541,Drive,6.85
"06719 Bradley Cliffs, South Barbara, MS 03645","06719 Bradley Cliffs, South Barbara, MS 03645",Tampa,06719 Bradley Cliffs,South Barbara,MS,3645,Condo,2.81,962,1968,2464,5393,Driveway,2,2,Colonial,3,34.723814,-83.565387,Stream,4.49
"672 Raymond Pine Apt. 317, Morganshire, VT 84930","672 Raymond Pine Apt. 317, Morganshire, VT 84930",Chicago,672 Raymond Pine Apt. 317,Morganshire,VT,84930,Condo,3.26,1654,1994,1296,4265,Driveway,4,2,Ranch,4,41.158018,-83.888581,Flat,9.35
"8678 Stephanie Mountain Apt. 813, New Benjamin, MD 47078","8678 Stephanie Mountain Apt. 813, New Benjamin, MD 47078",Chicgo,8678 Stephanie Mountain Apt. 813,New Benjamin,MD,47078,Condo,2.67,1122,1976,3110,7500,Garage,6,3,Ranch,1,37.358435,-113.454153,Plaza,3.17
"5629 Christopher Stravenue Apt. 337, Timothytown, SC 17397","5629 Christopher Stravenue Apt. 337, Timothytown, SC 17397",Florida,5629 Christopher Stravenue Apt. 337,Timothytown,SC,17397,Single Family Home,3.06,725,1963,1787,4741,Garage,4,2,Split,2,40.848677,-75.379041,Centers,7.62
"93315 Simpson Expressway, East Ellen, CO 74331","93315 Simpson Expressway, East Ellen, CO 74331",Atlanta,93315 Simpson Expressway,East Ellen,CO,74331,Condo,1.38,1288,2005,2161,8629,Driveway,5,4,Colonial,5,37.793984,-96.799653,Mount,7.38
"862 Phillip Mountain Suite 019, Farmerfort, UT 19436","862 Phillip Mountain Suite 019, Farmerfort, UT 19436",Atlanta,862 Phillip Mountain Suite 019,Farmerfort,UT,19436,Townhouse,2.05,439,1972,1494,8513,Garage,4,3,Colonial,3,34.431131,-111.142206,Stream,5.85
"330 Penny Haven Suite 386, Joneshaven, MP 88599","330 Penny Haven Suite 386, Joneshaven, MP 88599",Atlanta,330 Penny Haven Suite 386,Joneshaven,MP,88599,Duplex,2.23,838,2020,1151,5399,Garage,5,3,Ranch,5,34.717026,-95.928513,Trace,8.37
"55079 Marvin Points, Georgebury, PR 41665","55079 Marvin Points, Georgebury, PR 41665",Chicgo,55079 Marvin Points,Georgebury,PR,41665,Condo,2.49,530,1928,1457,3638,Street,5,3,Ranch,3,36.650885,-104.682961,Crest,9.43
"60038 Cisneros Glens, Theresashire, NY 61474","60038 Cisneros Glens, Theresashire, NY 61474",Dallas,60038 Cisneros Glens,Theresashire,NY,61474,SFR,1.01,1336,1947,1057,7552,Garage,6,4,Ranch,3,34.729509,-101.476799,Mills,8.55
"2422 Davis Overpass Apt. 626, Lopeztown, MO 18470","2422 Davis Overpass Apt. 626, Lopeztown, MO 18470",Dalas,2422 Davis Overpass Apt. 626,Lopeztown,MO,18470,Condo,3.11,956,2020,615,3688,Street,1,1,Split,3,35.045025,-97.008931,Stream,8.14
"629 Carey Plaza, Harperfort, IA 75936","629 Carey Plaza, Harperfort, IA 75936",Dalas,629 Carey Plaza,Harperfort,IA,75936,Single Family Home,1.12,1943,2006,3030,4225,Street,6,1,Split,3,35.195352,-109.30843,Union,6.8
"522 Bonilla Hill, Jonathanhaven, IL 49179","522 Bonilla Hill, Jonathanhaven, IL 49179",Chicago,522 Bonilla Hill,Jonathanhaven,IL,49179,Duplex,3.49,1299,1953,514,4417,Street,2,4,Split,3,35.833594,-111.938455,Street,8.13
"61290 Johnson Burg Suite 951, New Justinburgh, NE 27297","61290 Johnson Burg Suite 951, New Justinburgh, NE 27297",Florida,61290 Johnson Burg Suite 951,New Justinburgh,NE,27297,Townhouse,2.29,1751,1981,876,5991,Street,6,4,Ranch,1,38.420842,-101.106289,Lake,5.17
"2711 Porter Point Suite 515, Arroyochester, FM 42164","2711 Porter Point Suite 515, Arroyochester, FM 42164", Closed,2711 Porter Point Suite 515,Arroyochester,FM,42164,Condo,1.9100000000000001,1010,1922,2760,9452,Street,6,4,Ranch,2,39.529335,-110.96525,Summit,4.87
"7946 Schroeder Prairie Suite 690, Brendaville, OK 88629","7946 Schroeder Prairie Suite 690, Brendaville, OK 88629",Chicago,7946 Schroeder Prairie Suite 690,Brendaville,OK,88629,Condo,3.2,35,1922,872,6399,Street,2,1,Ranch,4,35.763839,-78.671066,Center,7.13
"9328 Alexander Plains Apt. 387, Brianfurt, NJ 17120","9328 Alexander Plains Apt. 387, Brianfurt, NJ 17120",Dalas,9328 Alexander Plains Apt. 387,Brianfurt,NJ,17120,Townhouse,2.87,1030,1932,1544,6401,Street,4,2,Ranch,3,39.812761,-77.399465,Estates,5.8
"891 Tyler Course Apt. 525, Caldwellport, DE 14779","891 Tyler Course Apt. 525, Caldwellport, DE 14779",Chicago,891 Tyler Course Apt. 525,Caldwellport,DE,14779,Townhouse,1.22,151,2005,1262,6041,Garage,5,4,Ranch,1,39.312701,-110.896185,Islands,5.24
"081 Richard Cliff, North Dale, FL 74104","081 Richard Cliff, North Dale, FL 74104",Chicago,081 Richard Cliff,North Dale,FL,74104,Townhouse,1.1400000000000001,1728,2019,1915,9682,Garage,5,4,Ranch,5,39.641661,-94.812926,Forks,9.43
"74601 Joy Ramp Suite 705, Shawburgh, NH 22299","74601 Joy Ramp Suite 705, Shawburgh, NH 22299",Florida,74601 Joy Ramp Suite 705,Shawburgh,NH,22299,SFR,1.9100000000000001,376,1933,2701,3642,Garage,3,4,Split,2,41.585007,-87.861069,Canyon,4.12
"413 Nguyen Roads, West Sylvia, RI 88566","413 Nguyen Roads, West Sylvia, RI 88566",Chicago,413 Nguyen Roads,West Sylvia,RI,88566,Single Family Home,1.76,978,1939,628,8173,Driveway,6,2,Ranch,3,41.383559,-78.742748,Extensions,9.41
"6558 Ramirez Parkways Apt. 574, Stephanieport, PA 92942","6558 Ramirez Parkways Apt. 574, Stephanieport, PA 92942", Closed,6558 Ramirez Parkways Apt. 574,Stephanieport,PA,92942,Duplex,2.62,1921,1923,1881,7698,Street,4,3,Split,1,40.140791,-103.957147,Knoll,5.62
"84433 Angel Grove Apt. 934, Port Paulfort, TX 70360","84433 Angel Grove Apt. 934, Port Paulfort, TX 70360",Dalas,84433 Angel Grove Apt. 934,Port Paulfort,TX,70360,Duplex,2.9,1166,1995,2477,9890,Street,5,4,Split,5,37.728199,-73.574683,Plains,3.91
"83780 Doyle Ville Apt. 176, North Michael, NH 25439","83780 Doyle Ville Apt. 176, North Michael, NH 25439",Chicago,83780 Doyle Ville Apt. 176,North Michael,NH,25439,Condo,2.5700000000000003,1892,1980,1553,9454,Street,6,3,Colonial,1,33.981978,-114.454932,Plains,7.11
"1464 Douglas Inlet Apt. 695, Delgadochester, AK 01737","1464 Douglas Inlet Apt. 695, Delgadochester, AK 01737",Dallas,1464 Douglas Inlet Apt. 695,Delgadochester,AK,1737,Townhouse,2.32,1764,1980,3093,6871,Garage,5,3,Split,5,40.815723,-107.182766,Square,3.48
"47814 Mcgee Light, Markstad, AL 32094","47814 Mcgee Light, Markstad, AL 32094",Dalas,47814 Mcgee Light,Markstad,AL,32094,SFR,1.78,1912,1943,1706,7609,Driveway,2,4,Split,1,36.506434,-116.530904,Walk,7.08
"0595 Emily Brook Suite 491, Williamport, AL 12981","0595 Emily Brook Suite 491, Williamport, AL 12981",Atlanta,0595 Emily Brook Suite 491,Williamport,AL,12981,SFR,2.23,1506,2017,3279,9854,Street,4,4,Colonial,4,39.525466,-95.213103,Knoll,6.05
"4976 Brian Roads, Amandastad, GA 74934","4976 Brian Roads, Amandastad, GA 74934",Atlanta,4976 Brian Roads,Amandastad,GA,74934,SFR,1.5899999999999999,564,1957,513,7168,Street,5,4,Ranch,1,40.765006,-100.159883,Bypass,8.58
"19836 David Knolls Apt. 734, Hannahville, MA 31425","19836 David Knolls Apt. 734, Hannahville, MA 31425", Closed,19836 David Knolls Apt. 734,Hannahville,MA,31425,Condo,2.91,755,1947,1785,8487,Driveway,6,2,Colonial,4,33.549358,-92.214888,Route,5.78
"0979 Dylan Hollow, Paulborough, CO 96881","0979 Dylan Hollow, Paulborough, CO 96881",Tampa,0979 Dylan Hollow,Paulborough,CO,96881,Duplex,1.45,985,1957,2394,8283,Street,2,1,Colonial,2,40.758389,-99.883816,Land,7.65
"869 Williams Road, Ellisside, KS 79817","869 Williams Road, Ellisside, KS 79817",Atlanta,869 Williams Road,Ellisside,KS,79817,Condo,2.85,1230,1996,777,9731,Street,6,1,Colonial,5,34.644283,-105.31903199999999,Mews,4.12
"1184 Mackenzie Inlet, Carterfort, TN 36029","1184 Mackenzie Inlet, Carterfort, TN 36029",Tampa,1184 Mackenzie Inlet,Carterfort,TN,36029,Duplex,1.87,115,2001,2060,8989,Street,2,4,Colonial,5,38.656849,-88.05181,Island,7.03
"160 Anderson Springs Suite 051, Manueltown, IL 83729","160 Anderson Springs Suite 051, Manueltown, IL 83729",Dallas,160 Anderson Springs Suite 051,Manueltown,IL,83729,Townhouse,1.1400000000000001,821,1968,2559,3951,Street,1,3,Colonial,1,41.365462,-116.077972,Fork,6.42
"090 Richards Alley, Lake Dawnborough, WY 17600","090 Richards Alley, Lake Dawnborough, WY 17600",Chicago,090 Richards Alley,Lake Dawnborough,WY,17600,Duplex,1.63,23,1925,1361,5338,Garage,1,4,Ranch,2,36.925803,-105.117102,Loop,8.53
"934 Robertson Park, Sarahport, AZ 84869","934 Robertson Park, Sarahport, AZ 84869",Dalas,934 Robertson Park,Sarahport,AZ,84869,Single Family Home,1.48,1104,1933,3359,6110,Street,1,3,Ranch,5,37.782844,-111.360649,Mills,8.84
"90108 Young Stravenue, Juanland, GU 51996","90108 Young Stravenue, Juanland, GU 51996",Tampa,90108 Young Stravenue,Juanland,GU,51996,SFR,1.28,1201,1938,2319,8015,Driveway,2,1,Colonial,1,41.356494,-106.564127,Stravenue,9.64
"800 Cannon Heights Suite 534, North Douglas, FL 79862","800 Cannon Heights Suite 534, North Douglas, FL 79862",Chicago,800 Cannon Heights Suite 534,North Douglas,FL,79862,Condo,2.8,324,1986,1413,7851,Street,6,4,Colonial,5,40.51981,-97.687815,View,3.9699999999999998
"2684 Vaughn Trail Apt. 246, East Rachelhaven, AS 15074","2684 Vaughn Trail Apt. 246, East Rachelhaven, AS 15074",Florida,2684 Vaughn Trail Apt. 246,East Rachelhaven,AS,15074,Townhouse,2.37,1192,2004,3062,6208,Street,3,3,Ranch,5,38.362158,-105.108811,Forks,8.75
"6311 Steven Plaza, Natalieport, NE 81951","6311 Steven Plaza, Natalieport, NE 81951",Chicago,6311 Steven Plaza,Natalieport,NE,81951,SFR,3.36,1208,1972,3342,6583,Garage,2,2,Ranch,2,39.815584,-97.298735,Mountains,4.41
"84675 Christopher Route Apt. 168, Zacharyburgh, ND 48262","84675 Christopher Route Apt. 168, Zacharyburgh, ND 48262",Dallas,84675 Christopher Route Apt. 168,Zacharyburgh,ND,48262,Single Family Home,2.24,889,2006,2384,8458,Street,1,2,Ranch,3,35.424332,-75.735108,Viaduct,7.04
"4382 Jennifer Wells, Tatechester, AS 76413","4382 Jennifer Wells, Tatechester, AS 76413",Dallas,4382 Jennifer Wells,Tatechester,AS,76413,Single Family Home,3.14,1632,2012,2625,4944,Garage,5,1,Colonial,2,37.76803,-99.586109,Pass,7.19
